no,word,meaning,example_sentence,source,known,note,created_at,updated_at
1210,allege,を主張する,The new policy may allege the whole community.,英検準1級 でる順パス単 CSV,0,,,
1211,integrate,を統合する；融合する,The situation became more integrate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1212,underestimate,（を）過小評価する；（を）軽く見る；を少なく見積もる,The situation became more underestimate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1213,escort,を護衛[護送]する、に付き添う,The new policy may escort the whole community.,英検準1級 でる順パス単 CSV,0,,,
1214,facilitate,を促進する、を容易にする,The situation became more facilitate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1215,initiate,を新たに始める,The situation became more initiate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1216,convey,を伝える、を運ぶ,The new policy may convey the whole community.,英検準1級 でる順パス単 CSV,0,,,
1217,populate,に住む，の住民である；に人を住まわせる,The situation became more populate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1218,reinforce,を補強する、を強化する,The new policy may reinforce the whole community.,英検準1級 でる順パス単 CSV,0,,,
1219,attain,を獲得する，達成する；に達する,The new policy may attain the whole community.,英検準1級 でる順パス単 CSV,0,,,
1220,cheat,(試験で)カンニングをする、をだます,The article explained the meaning of cheat clearly.,英検準1級 でる順パス単 CSV,0,,,
1221,deceive,をだます（≒take in）,The situation became more deceive than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1222,frustrate,に不満を抱かせる、を挫折させる,The situation became more frustrate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1223,subsidize,に補助金[助成金]を支給する,The new policy may subsidize the whole community.,英検準1級 でる順パス単 CSV,0,,,
1224,alternate,代わりの；交互の,The situation became more alternate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1225,dedicate,を捧げる,The situation became more dedicate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1226,endeavor,～しようと(懸命に)努力する、を(真剣に)試みる,The report mentioned an important endeavor in detail.,英検準1級 でる順パス単 CSV,0,,,
1227,intrigue,に興味を持たせる；陰謀を企てる,The new policy may intrigue the whole community.,英検準1級 でる順パス単 CSV,0,,,
1228,soar,急上昇する；空高く飛ぶ,The new policy may soar the whole community.,英検準1級 でる順パス単 CSV,0,,,
1229,tease,（を）からかう；をいじめる,The article explained the meaning of tease clearly.,英検準1級 でる順パス単 CSV,0,,,
1230,confer,(賞・学位・栄誉・権利など)を授与する、相談する,The report mentioned a important confer in detail.,英検準1級 でる順パス単 CSV,0,,,
1231,forbid,を禁じる,The new policy may forbid the whole community.,英検準1級 でる順パス単 CSV,0,,,
1232,nod,(頭)を軽く下げる、うなずく,The situation became more nod than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1233,oblige,に義務づける；に恩恵を施す,The new policy may oblige the whole community.,英検準1級 でる順パス単 CSV,0,,,
1234,discontent,不満,The situation became more discontent than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1235,disposal,処分、売却,The situation became more disposal than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1236,exile,亡命（者）；（国外）追放,The article explained the meaning of exile clearly.,英検準1級 でる順パス単 CSV,0,,,
1237,foe,敵,The article explained the meaning of foe clearly.,英検準1級 でる順パス単 CSV,0,,,
1238,itinerary,旅行の日程、旅行計画,The situation became more itinerary than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1239,persecution,迫害,The report mentioned a important persecution in detail.,英検準1級 でる順パス単 CSV,0,,,
1240,publication,出版(物)、発行,The report mentioned a important publication in detail.,英検準1級 でる順パス単 CSV,0,,,
1241,riddle,なぞなぞ、不可解な人[もの、事実],The situation became more riddle than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1242,sanitation,公衆衛生（学）；下水［衛生］設備,The report mentioned a important sanitation in detail.,英検準1級 でる順パス単 CSV,0,,,
1243,component,構成部品[部分、要素],The situation became more component than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1244,quota,割当量[数]、ノルマ,The article explained the meaning of quota clearly.,英検準1級 でる順パス単 CSV,0,,,
1245,cuisine,（独特の）料理，料理法,The article explained the meaning of cuisine clearly.,英検準1級 でる順パス単 CSV,0,,,
1246,detour,迂回(路)、回り道,The article explained the meaning of detour clearly.,英検準1級 でる順パス単 CSV,0,,,
1247,inmate,(刑務所などの)収容者、入院患者,The situation became more inmate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1248,fatigue,(相当の)疲労,The article explained the meaning of fatigue clearly.,英検準1級 でる順パス単 CSV,0,,,
1249,uproar,大騒ぎ、騒動,The article explained the meaning of uproar clearly.,英検準1級 でる順パス単 CSV,0,,,
1250,coincidence,偶然の一致,The report mentioned a important coincidence in detail.,英検準1級 でる順パス単 CSV,0,,,
1251,correspondence,通信、一致,The report mentioned a important correspondence in detail.,英検準1級 でる順パス単 CSV,0,,,
1252,ballot,投票、投票用紙、投票総数,The article explained the meaning of ballot clearly.,英検準1級 でる順パス単 CSV,0,,,
1253,competence,能力、資格,The report mentioned a important competence in detail.,英検準1級 でる順パス単 CSV,0,,,
1254,enterprise,事業、企業,The article explained the meaning of enterprise clearly.,英検準1級 でる順パス単 CSV,0,,,
1255,hazard,危険（要素）；偶然,The article explained the meaning of hazard clearly.,英検準1級 でる順パス単 CSV,0,,,
1256,explosion,爆発、急激な増加,The report mentioned an important explosion in detail.,英検準1級 でる順パス単 CSV,0,,,
1257,famine,飢饉；（食糧・物資の）ひどい不足,The article explained the meaning of famine clearly.,英検準1級 でる順パス単 CSV,0,,,
1258,acceptance,受諾、受け取り,The report mentioned an important acceptance in detail.,英検準1級 でる順パス単 CSV,0,,,
1259,leftover,(特に食事の)残りもの,The report mentioned a important leftover in detail.,英検準1級 でる順パス単 CSV,0,,,
1260,apprehension,不安、懸念,The report mentioned an important apprehension in detail.,英検準1級 でる順パス単 CSV,0,,,
1261,wreck,残骸、難破(船),The article explained the meaning of wreck clearly.,英検準1級 でる順パス単 CSV,0,,,
1262,landmark,（ある場所の）目印；画期的な出来事,The situation became more landmark than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1263,dweller,居住者,The report mentioned a important dweller in detail.,英検準1級 でる順パス単 CSV,0,,,
1264,geometry,幾何学,The article explained the meaning of geometry clearly.,英検準1級 でる順パス単 CSV,0,,,
1265,standby,(いざというとき)頼りになるもの(人)、交替要因,The situation became more standby than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1266,diversity,多様性,The report mentioned a important diversity in detail.,英検準1級 でる順パス単 CSV,0,,,
1267,accuracy,正確さ、的確さ,The report mentioned an important accuracy in detail.,英検準1級 でる順パス単 CSV,0,,,
1268,tap,(水道などの)蛇口,The situation became more tap than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1269,brick,れんが,The article explained the meaning of brick clearly.,英検準1級 でる順パス単 CSV,0,,,
1270,bay,入江、湾,The article explained the meaning of bay clearly.,英検準1級 でる順パス単 CSV,0,,,
1271,lenient,寛大な,The situation became more lenient than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1272,stubborn,頑固な，強情な（≒obstinate）；手に負えない,The situation became more stubborn than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1273,clumsy,不器用な,The situation became more clumsy than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1274,perilous,とても危険な,The situation became more perilous than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1275,adverse,不都合な；逆の,The situation became more adverse than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1276,persistent,執拗な、固執する、持続する,The situation became more persistent than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1277,outrageous,法外な、途方もない、けしからぬ,The situation became more outrageous than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1278,skeptical,（～に）懐疑的な（of/about）,The situation became more skeptical than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1279,legitimate,合法的な；妥当な,The situation became more legitimate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1280,corrupt,を堕落させる；を買収する；堕落する,The new policy may corrupt the whole community.,英検準1級 でる順パス単 CSV,0,,,
